id,y_true,pred_M0,pred_M1,pred_M2,pred_M3
5029,22,39,22,22,22
5030,44,9,9,9,9
5031,23,0,23,23,23
5032,8,7,8,39,39
5033,40,8,15,15,15
5034,3,0,3,3,3
5035,2,2,2,2,2
5036,4,4,4,4,4
5037,24,0,0,0,0
5038,29,6,29,29,29
5039,46,4,46,46,46
5040,12,39,12,12,12
5041,4,4,4,4,4
5042,6,3,6,6,6
5043,16,0,16,16,16
5044,12,39,12,12,39
5045,6,6,6,6,6
5046,1,1,1,1,1
5047,36,39,36,36,36
5048,4,4,4,4,4
5049,42,2,42,42,42
5050,0,0,0,0,0
5051,0,0,0,0,0
5052,7,0,7,7,7
5053,16,2,16,16,16
5054,3,3,3,3,3
5055,15,39,15,15,15
5056,4,8,4,4,4
5057,24,39,24,24,24
5058,32,24,32,32,32
5059,27,39,27,27,27
5060,32,2,32,32,32
5061,25,39,25,25,25
5062,28,2,28,5,5
5063,45,39,45,45,45
5064,36,4,36,36,36
5065,23,0,23,23,23
5066,4,4,4,4,4
5067,5,3,5,5,5
5068,45,39,45,45,45
5069,12,0,12,12,12
5070,6,6,6,6,6
5071,12,24,12,12,12
5072,7,7,7,7,7
5073,7,7,7,7,7
5074,1,1,1,1,1
5075,19,29,19,19,19
5076,9,0,9,9,9
5077,1,1,1,1,1
5078,6,24,6,6,6
5079,17,2,17,17,17
5080,3,6,3,2,3
5081,24,1,24,24,24
5082,3,3,3,3,3
5083,6,6,6,6,6
5084,21,1,18,18,18
5085,7,7,7,7,29
5086,3,3,3,3,3
5087,31,4,31,31,31
5088,36,39,36,36,36
5089,25,8,25,25,25
5090,2,2,2,2,2
5091,9,4,9,9,9
5092,34,4,34,34,34
5093,20,39,20,20,20
5094,0,24,0,0,0
5095,46,1,46,20,46
5096,28,0,28,28,28
5097,37,24,13,13,13
5098,18,1,21,21,1
5099,28,0,28,28,28
5100,24,0,0,0,0
5101,21,1,1,1,1
5102,36,39,36,36,36
5103,6,6,6,6,6
5104,21,8,1,21,21
5105,28,3,28,5,28
5106,25,8,25,25,25
5107,2,1,2,2,2
5108,46,4,46,46,46
5109,1,1,1,1,1
5110,6,6,6,6,6
5111,31,8,31,30,30
5112,46,6,46,46,46
5113,21,1,1,1,1
5114,39,39,39,39,39
5115,0,3,0,0,0
5116,21,1,1,1,1
5117,46,8,46,46,6
5118,9,4,9,9,9
5119,5,3,5,5,5
5120,4,4,4,4,4
5121,36,24,36,36,36
5122,22,8,22,22,22
5123,28,2,28,28,28
5124,31,4,29,22,22
5125,8,8,8,8,8
5126,2,2,2,2,2
5127,5,3,5,5,5
5128,19,3,19,19,19
5129,23,39,23,23,23
5130,41,3,9,41,41
5131,1,1,18,18,1
5132,3,3,3,3,3
5133,1,1,18,18,18
5134,0,0,0,0,0
5135,31,8,31,31,45
5136,3,43,3,3,3
5137,1,1,1,1,1
5138,46,1,46,46,46
5139,0,0,0,0,0
5140,3,3,3,3,3
5141,39,39,39,39,39
5142,3,6,3,3,3
5143,5,39,5,5,5
5144,4,4,4,4,4
5145,4,4,4,4,4
5146,22,43,22,22,22
5147,7,7,7,7,7
5148,2,2,2,2,2
5149,39,39,39,39,39
5150,1,1,1,1,1
5151,39,4,39,12,39
5152,1,1,1,1,1
5153,19,3,19,19,19
5154,5,8,5,5,5
5155,8,8,8,8,8
5156,3,3,3,3,3
5157,3,3,3,3,3
5158,5,0,5,5,5
5159,24,24,24,24,24
5160,2,2,2,2,2
5161,4,4,4,4,4
5162,16,2,6,16,16
5163,11,0,11,11,11
5164,12,5,12,12,12
5165,23,39,23,23,23
5166,19,6,19,19,19
5167,34,8,34,34,34
5168,6,6,6,6,6
5169,3,3,3,3,3
5170,0,0,0,0,0
5171,33,4,33,33,33
5172,8,8,8,8,8
5173,33,2,33,33,33
5174,22,39,22,22,22
5175,4,4,4,4,4
5176,9,1,44,9,9
5177,9,4,9,9,9
5178,3,3,3,3,3
5179,22,39,22,22,22
5180,31,39,31,31,31
5181,4,39,4,4,4
5182,1,1,1,1,1
5183,7,0,7,7,7
5184,14,2,14,14,14
5185,39,39,39,39,39
5186,6,6,6,6,6
5187,1,1,1,21,1
5188,4,39,43,43,43
5189,1,1,1,1,1
5190,1,1,1,1,1
5191,5,8,5,5,5
5192,2,6,46,35,46
5193,46,6,46,46,46
5194,24,24,24,24,24
5195,2,2,2,2,2
5196,15,8,15,15,15
5197,6,6,6,6,6
5198,18,1,1,1,1
5199,18,1,1,1,1
5200,44,2,36,36,36
5201,3,3,3,3,3
5202,2,2,2,2,2
5203,2,2,2,2,2
5204,44,4,9,9,9
5205,7,7,7,7,7
5206,4,4,4,4,4
5207,3,6,3,3,3
5208,24,24,24,24,24
5209,35,8,35,35,35
5210,41,8,41,9,9
5211,27,39,27,27,27
5212,28,6,5,28,5
5213,8,6,8,8,8
5214,1,1,1,1,1
5215,8,7,8,8,8
5216,4,8,4,4,4
5217,29,6,29,29,29
5218,14,6,14,14,14
5219,6,6,6,6,6
5220,2,2,2,2,2
5221,0,0,0,0,0
5222,42,3,17,17,17
5223,4,4,4,4,4
5224,25,8,25,25,25
5225,18,1,18,18,18
5226,21,1,1,1,1
5227,35,8,35,35,35
5228,5,3,5,5,28
5229,45,39,45,45,45
5230,8,8,8,19,8
5231,31,8,31,31,31
5232,9,4,9,9,9
5233,9,9,9,9,9
5234,35,2,35,35,35
5235,6,2,6,6,6
5236,9,4,9,9,9
5237,6,6,6,6,6
5238,30,0,30,30,30
5239,6,3,6,6,6
5240,12,0,12,12,12
5241,6,0,6,6,6
5242,43,39,43,43,43
5243,12,2,12,21,21
5244,34,39,34,4,4
5245,46,39,46,46,46
5246,4,8,4,4,4
5247,42,8,42,42,42
5248,8,8,8,8,8
5249,6,3,6,6,6
5250,3,3,3,3,3
5251,5,5,5,5,5
5252,7,3,7,7,7
5253,6,6,6,6,6
5254,6,24,6,6,6
5255,8,8,8,8,8
5256,9,8,9,9,9
5257,36,39,36,36,36
5258,0,0,24,0,0
5259,17,8,17,17,17
5260,18,6,18,18,18
5261,22,4,22,22,22
5262,23,39,23,23,23
5263,7,8,7,7,7
5264,34,4,34,34,34
5265,0,0,0,24,0
5266,33,4,31,31,31
5267,42,39,43,20,43
5268,8,8,8,8,8
5269,28,24,28,28,28
5270,30,0,30,30,30
5271,7,7,7,7,7
5272,4,4,4,4,4
5273,2,5,2,2,2
5274,46,39,46,46,46
5275,4,8,4,4,4
5276,24,0,24,24,24
5277,39,8,39,39,39
5278,9,9,9,9,9
5279,8,8,8,8,8
5280,28,5,28,28,28
5281,1,1,1,1,1
5282,2,2,2,2,2
5283,17,4,17,17,17
5284,46,8,46,46,46
5285,2,2,2,2,2
5286,4,8,4,4,4
5287,25,6,13,25,25
5288,28,2,28,28,28
5289,4,4,4,4,4
5290,9,4,9,9,9
5291,1,4,1,1,1
5292,2,6,2,2,2
5293,34,8,34,34,34
5294,15,8,15,15,15
5295,36,24,36,38,36
5296,2,2,2,2,2
5297,9,9,9,9,9
5298,30,0,30,30,30
5299,1,1,1,1,1
5300,46,8,46,46,46
5301,0,3,24,24,13
5302,24,24,24,24,24
5303,18,1,18,18,18
5304,42,6,42,42,42
5305,9,9,9,9,9
5306,7,7,7,7,7
5307,39,39,39,39,39
5308,37,8,37,37,37
5309,3,3,3,3,3
5310,27,8,27,27,27
5311,2,2,2,2,2
5312,24,0,0,0,0
5313,6,6,6,6,6
5314,2,6,2,2,2
5315,6,3,6,6,6
5316,20,39,20,20,20
5317,1,1,1,1,1
5318,8,8,8,8,8
5319,9,9,9,9,9
5320,24,0,0,0,0
5321,24,0,24,24,0
5322,0,0,0,0,0
5323,4,4,4,4,4
5324,3,3,3,3,3
5325,5,6,5,5,5
5326,8,8,8,8,8
5327,0,0,24,24,0
5328,35,9,35,46,33
5329,1,1,1,1,1
5330,8,3,8,8,8
5331,7,7,7,7,7
5332,7,0,7,7,7
5333,4,43,4,4,4
5334,24,0,0,0,0
5335,30,4,30,30,30
5336,24,24,24,24,24
5337,24,24,24,24,24
5338,24,24,24,24,24
5339,32,2,32,32,32
5340,45,4,45,45,45
5341,39,39,36,36,36
5342,7,7,7,7,7
5343,6,6,6,6,6
5344,5,8,5,5,5
5345,9,9,9,9,9
5346,4,4,4,4,4
5347,2,2,2,2,2
5348,2,6,2,2,8
5349,17,4,17,17,17
5350,30,4,30,30,30
5351,7,7,7,7,7
5352,6,6,6,6,6
5353,4,4,4,4,4
5354,39,39,39,39,39
5355,41,3,41,41,41
5356,39,39,39,39,39
5357,46,6,46,46,46
5358,6,2,6,6,6
5359,4,4,4,4,4
5360,4,4,4,4,4
5361,36,24,4,36,36
5362,2,2,2,2,2
5363,45,7,45,45,45
5364,8,8,8,8,8
5365,3,3,3,3,3
5366,2,6,2,2,2
5367,6,6,6,6,6
5368,18,3,19,18,18
5369,5,5,5,5,5
5370,2,2,2,2,2
5371,4,8,4,4,4
5372,9,8,9,9,9
5373,0,24,24,24,24
5374,3,3,3,3,3
5375,5,13,5,5,5
5376,8,8,8,8,8
5377,0,0,0,0,0
5378,2,2,2,2,2
5379,9,9,9,9,9
5380,1,1,1,1,1
5381,41,9,9,41,9
5382,9,9,9,9,9
5383,9,4,9,9,9
5384,6,6,6,6,6
5385,0,0,0,0,0
5386,9,24,9,9,9
5387,24,24,24,24,24
5388,34,8,34,34,34
5389,21,0,21,21,21
5390,21,1,21,21,1
5391,46,1,46,46,46
5392,2,2,2,2,2
5393,12,2,12,12,12
5394,7,7,7,7,7
5395,8,8,8,8,8
5396,1,4,21,18,18
5397,36,24,36,36,36
5398,4,0,4,4,30
5399,39,39,39,39,39
5400,38,8,38,38,38
5401,25,8,25,25,25
5402,30,24,30,30,30
5403,20,8,20,20,20
5404,7,9,7,7,7
5405,19,3,19,19,19
5406,46,1,46,46,46
5407,7,7,7,7,7
5408,2,2,2,2,2
5409,2,2,2,2,2
5410,2,2,2,2,2
5411,0,2,0,0,0
5412,5,8,5,5,5
5413,9,4,9,36,36
5414,27,39,27,27,27
5415,6,2,6,6,6
5416,24,0,0,24,0
5417,1,1,1,1,1
5418,34,1,34,34,34
5419,43,39,43,43,43
5420,4,0,30,4,30
5421,23,0,23,23,23
5422,4,8,4,4,4
5423,39,39,39,39,39
5424,4,1,4,4,4
5425,13,0,13,13,13
5426,1,1,1,1,1
5427,39,39,39,39,39
5428,39,39,39,39,39
5429,2,2,26,2,2
5430,22,39,22,22,22
5431,1,1,1,1,1
5432,42,2,42,42,42
5433,5,0,28,5,28
5434,5,5,5,5,5
5435,21,6,21,21,21
5436,5,12,5,5,5
5437,20,8,20,20,20
5438,1,6,1,1,1
5439,27,39,27,27,27
5440,32,46,23,30,32
5441,1,1,1,1,1
5442,7,3,7,7,7
5443,38,3,38,38,38
5444,34,8,4,34,4
5445,9,8,9,9,9
5446,9,4,9,9,9
5447,18,6,1,1,1
5448,21,5,21,21,21
5449,5,3,5,5,5
5450,8,8,8,8,8
5451,43,39,43,43,43
5452,18,1,18,18,18
5453,7,3,7,7,7
5454,5,5,5,5,5
5455,38,3,38,38,38
5456,12,39,12,12,12
5457,0,0,0,0,0
5458,4,4,4,4,4
5459,2,2,2,2,2
5460,9,2,36,36,36
5461,0,0,0,0,0
5462,4,8,4,4,4
5463,31,39,31,31,31
5464,3,3,3,3,3
5465,20,8,20,20,20
5466,18,1,18,18,18
5467,5,8,5,5,5
5468,9,4,9,9,9
5469,5,2,28,28,28
5470,8,8,8,8,8
5471,36,0,36,36,36
5472,7,7,7,7,7
5473,42,2,42,42,42
5474,10,8,10,10,10
5475,22,39,22,22,22
5476,7,7,7,7,7
5477,22,39,22,22,22
5478,24,24,24,24,24
5479,1,8,1,1,1
5480,2,2,2,2,2
5481,28,4,38,38,38
5482,34,8,34,34,34
5483,0,0,0,0,0
5484,16,0,6,16,6
5485,20,4,20,20,20
5486,6,39,6,6,6
5487,4,4,4,4,4
5488,1,1,1,1,1
5489,3,3,3,3,3
5490,20,8,20,20,20
5491,9,9,9,9,9
5492,7,7,7,7,7
5493,0,0,0,0,0
5494,24,0,24,24,24
5495,8,8,8,8,8
5496,38,0,38,38,38
5497,36,39,36,36,36
5498,39,6,3,41,41
5499,35,3,35,35,35
5500,12,39,12,12,12
5501,9,9,9,9,9
5502,19,6,19,19,19
5503,42,6,42,42,42
5504,8,8,8,8,8
5505,46,4,46,40,46
5506,5,1,5,28,5
5507,16,8,6,41,6
5508,45,8,45,45,45
5509,17,3,17,17,17
5510,6,3,6,6,6
5511,3,6,3,3,3
5512,0,0,0,0,0
5513,5,24,5,5,5
5514,7,7,7,7,7
5515,15,8,15,15,15
5516,3,3,3,3,3
5517,7,7,7,7,7
5518,1,1,1,1,1
5519,38,0,38,38,38
5520,17,4,17,17,17
5521,39,39,39,39,39
5522,7,3,7,7,7
5523,9,0,9,9,9
5524,4,4,4,4,4
5525,46,4,46,46,46
5526,8,8,8,8,8
5527,45,8,45,45,45
5528,32,2,32,32,32
5529,8,4,8,8,8
5530,8,8,8,8,8
5531,39,0,39,39,39
5532,5,6,5,5,5
5533,4,8,4,4,4
5534,45,39,45,45,45
5535,4,4,4,4,4
5536,9,9,9,9,9
5537,9,9,9,9,9
5538,4,4,4,4,4
5539,3,8,3,3,3
5540,22,46,22,22,22
5541,28,2,28,28,28
5542,18,1,1,21,1
5543,0,0,0,0,0
5544,1,4,1,1,1
5545,6,6,6,6,6
5546,0,3,0,0,0
5547,24,12,24,24,0
5548,21,6,21,21,21
5549,39,39,39,39,39
5550,6,6,6,6,6
5551,7,0,7,7,7
5552,4,8,4,4,4
5553,15,9,15,15,9
5554,9,3,9,9,9
5555,8,8,8,8,8
5556,41,8,8,8,8
5557,45,1,45,45,45
5558,15,7,25,46,15
5559,5,4,5,5,5
5560,32,5,32,32,32
5561,4,2,42,42,4
5562,38,41,38,38,38
5563,33,8,33,33,33
5564,2,2,2,2,2
5565,12,24,12,12,12
5566,18,1,21,21,1
5567,6,6,6,6,6
5568,46,6,46,46,46
5569,46,1,46,46,46
5570,1,1,1,1,1
5571,5,3,5,5,5
5572,1,1,1,1,1
5573,25,8,25,25,25
5574,28,3,28,28,28
5575,28,6,28,28,28
5576,15,8,15,15,15
5577,39,39,39,39,39
5578,30,3,30,30,30
5579,37,6,37,37,37
5580,3,3,3,3,3
5581,9,9,9,9,9
5582,23,0,23,23,23
5583,38,1,38,38,38
5584,6,2,6,6,6
5585,3,3,3,3,3
5586,25,4,25,25,25
5587,30,8,30,30,30
5588,3,3,3,3,3
5589,9,4,9,9,9
5590,39,39,12,39,39
5591,24,24,0,24,0
5592,46,4,46,46,46
5593,1,1,1,1,1
5594,1,1,1,1,1
5595,18,1,1,18,1
5596,24,0,24,24,24
5597,43,8,2,43,43
5598,0,0,24,24,0
5599,28,2,28,28,28
5600,21,1,1,21,1
5601,46,4,46,46,46
5602,45,43,43,45,43
5603,22,39,22,22,22
5604,32,2,32,32,32
5605,18,1,1,1,1
5606,3,3,3,3,3
5607,40,8,15,15,15
5608,34,1,34,34,34
5609,30,0,30,30,30
5610,30,0,30,30,30
5611,4,4,4,4,4
5612,4,8,4,4,4
5613,12,0,12,12,12
5614,10,2,10,10,10
5615,25,1,25,25,25
5616,13,0,13,13,13
5617,24,24,24,24,24
5618,0,0,0,0,0
5619,23,0,23,23,23
5620,4,4,4,4,4
5621,31,4,31,31,31
5622,9,9,9,9,9
5623,0,0,0,0,0
5624,35,2,35,35,35
5625,7,7,7,7,7
5626,1,1,1,1,1
5627,2,0,2,2,2
5628,34,3,34,34,34
5629,8,8,8,8,8
5630,1,1,1,1,1
5631,36,39,32,44,36
5632,36,0,36,36,36
5633,39,4,39,39,39
5634,34,8,34,34,34
5635,9,4,9,9,9
5636,13,3,13,13,13
5637,23,39,23,23,23
5638,43,0,43,43,43
5639,38,6,38,38,38
5640,5,5,5,5,5
5641,6,24,6,6,6
5642,6,2,6,6,6
5643,23,8,23,23,23
5644,36,39,36,36,36
5645,30,0,30,30,30
5646,2,3,2,2,2
5647,1,1,1,1,1
5648,32,39,32,32,2
5649,4,4,4,4,4
5650,39,39,39,39,39
5651,1,1,18,18,18
5652,14,6,14,14,14
5653,1,1,1,1,1
5654,25,8,25,25,25
5655,1,1,1,1,1
5656,34,1,34,34,34
5657,24,6,24,24,24
5658,1,1,1,1,1
5659,20,39,20,20,20
5660,6,24,6,6,6
5661,28,6,28,28,28
5662,0,24,24,24,0
5663,4,4,4,4,4
5664,9,4,9,9,9
5665,42,6,42,42,42
5666,4,8,4,4,4
5667,1,1,1,1,1
5668,36,2,2,36,36
5669,7,7,7,7,7
5670,2,2,2,2,2
5671,32,2,32,32,32
5672,29,7,29,29,29
5673,4,4,4,4,4
5674,25,8,25,25,25
5675,32,39,32,32,32
5676,28,6,28,28,28
5677,30,39,30,30,30
5678,42,6,42,42,42
5679,3,3,3,3,3
5680,46,5,46,46,46
5681,8,8,8,8,8
5682,4,39,4,4,4
5683,35,2,35,35,35
5684,1,1,1,1,1
5685,6,6,6,6,6
5686,9,8,9,9,9
5687,8,8,8,8,8
5688,8,8,8,8,8
5689,45,39,45,45,45
5690,8,9,8,8,8
5691,4,4,4,4,4
5692,8,8,8,8,11
5693,6,6,6,6,6
5694,5,3,5,5,5
5695,30,4,30,30,30
5696,35,2,35,35,35
5697,43,43,43,43,43
5698,2,2,2,2,2
5699,30,2,30,30,30
5700,0,3,0,0,0
5701,8,8,8,8,8
5702,8,8,8,8,8
5703,44,8,44,44,44
5704,37,8,6,6,6
5705,9,9,9,9,9
5706,3,3,3,3,3
5707,1,1,1,1,1
5708,16,2,16,16,16
5709,42,8,46,46,46
5710,9,9,9,9,9
5711,1,1,1,1,1
5712,24,2,0,0,0
5713,20,39,20,20,20
5714,1,1,1,1,1
5715,46,4,46,46,46
5716,2,2,2,2,2
5717,1,6,1,1,1
5718,4,8,4,4,4
5719,23,39,23,23,23
5720,22,39,22,22,22
5721,3,3,3,3,3
5722,43,39,43,43,43
5723,39,6,39,39,39
5724,44,8,8,41,9
5725,3,3,3,35,3
5726,14,39,5,14,14
5727,28,6,28,28,28
5728,0,0,0,0,0
5729,3,3,3,3,3
5730,0,0,0,0,0
5731,42,3,42,42,42
5732,21,1,1,1,1
5733,0,24,0,0,0
5734,45,39,45,45,45
5735,20,39,20,20,20
5736,2,2,2,2,2
5737,8,8,8,8,8
5738,10,3,10,41,10
5739,43,39,43,43,43
5740,5,6,5,5,5
5741,3,43,3,3,3
5742,35,2,35,35,35
5743,13,3,13,13,13
5744,4,8,4,4,4
5745,5,0,5,5,5
5746,18,1,18,18,18
5747,30,0,30,30,30
5748,13,0,0,0,0
5749,8,8,8,8,8
5750,36,5,36,36,36
5751,9,7,9,9,9
5752,36,4,36,36,36
5753,25,8,25,25,25
5754,8,8,8,8,8
5755,29,7,29,29,29
5756,1,1,1,21,1
5757,4,3,4,4,4
5758,12,39,12,12,12
5759,0,24,24,0,24
5760,4,4,4,4,4
5761,0,0,0,24,0
5762,32,0,32,32,32
5763,19,7,19,19,19
5764,12,0,12,12,12
5765,34,9,34,34,34
5766,15,8,15,15,15
5767,15,8,15,15,15
5768,20,39,20,20,20
5769,2,2,2,2,2
5770,39,0,39,39,39
5771,21,3,21,21,21
5772,9,4,9,9,9
5773,7,7,7,7,7
5774,3,3,3,3,3
5775,3,4,3,3,3
5776,30,0,30,30,30
5777,30,0,30,30,30
5778,42,0,17,17,17
5779,8,8,8,8,8
5780,30,39,30,30,30
5781,3,7,3,3,3
5782,30,24,30,30,30
5783,0,0,24,24,0
5784,21,1,18,18,18
5785,4,7,4,4,4
5786,40,4,4,7,4
5787,42,3,42,42,42
5788,0,24,0,0,0
5789,38,4,38,38,38
5790,30,24,30,30,30
5791,5,6,28,5,5
5792,35,3,2,35,35
5793,18,1,1,1,1
5794,4,8,4,4,4
5795,9,9,9,9,9
5796,36,39,36,36,36
5797,46,1,46,46,46
5798,7,7,7,7,7
5799,36,0,3,24,13
5800,6,6,6,6,6
5801,5,5,5,5,5
5802,5,6,5,5,5
5803,31,4,31,31,31
5804,28,0,28,5,5
5805,46,6,46,46,46
5806,28,0,28,28,28
5807,5,5,5,5,5
5808,3,0,3,3,3
5809,6,24,6,6,6
5810,4,8,4,4,4
5811,0,6,0,0,0
5812,12,6,12,12,12
5813,7,7,7,7,7
5814,21,1,1,1,1
5815,3,7,3,3,3
5816,4,4,4,4,4
5817,1,1,1,1,1
5818,27,39,27,27,27
5819,4,4,4,4,4
5820,2,2,2,2,2
5821,43,39,43,43,43
5822,39,39,39,39,39
5823,28,3,28,28,28
5824,7,7,7,7,7
5825,24,8,25,25,25
5826,5,4,5,5,5
5827,35,2,35,35,35
5828,13,2,25,25,25
5829,4,8,4,4,4
5830,43,0,43,43,43
5831,39,8,39,39,39
5832,39,0,39,39,39
5833,45,39,45,45,45
5834,24,6,24,24,24
5835,5,0,28,28,28
5836,9,9,9,9,9
5837,9,0,9,9,9
5838,28,0,28,28,28
5839,1,1,1,1,1
5840,9,7,9,9,9
5841,39,39,39,39,39
5842,10,43,10,10,10
5843,30,39,30,30,30
5844,25,7,25,25,25
5845,25,39,25,25,25
5846,7,7,7,7,7
5847,4,4,4,4,4
5848,13,2,13,13,13
5849,8,8,8,8,8
5850,32,2,32,32,32
5851,13,6,13,13,13
5852,14,39,14,14,14
5853,40,8,15,15,15
5854,9,4,9,9,9
5855,24,2,0,24,0
5856,30,0,30,30,30
5857,4,4,4,4,4
5858,30,24,30,30,30
5859,2,2,2,2,2
5860,38,24,38,38,38
5861,5,5,5,5,5
5862,9,9,9,9,9
5863,4,8,4,4,4
5864,2,0,2,2,2
5865,42,6,6,6,6
5866,6,6,6,6,6
5867,32,39,32,32,32
5868,6,39,6,6,6
5869,34,4,34,34,34
5870,29,8,29,29,29
5871,9,9,9,9,9
5872,18,1,1,1,1
5873,22,43,22,22,22
5874,25,8,25,25,25
5875,9,9,9,9,9
5876,0,0,0,0,0
5877,4,4,4,4,4
5878,42,39,42,42,42
5879,7,7,7,7,7
5880,3,3,3,3,3
5881,17,0,17,17,22
5882,46,8,46,46,46
5883,2,6,2,2,2
5884,0,6,0,0,0
5885,21,1,1,21,1
5886,6,24,6,6,6
5887,18,1,1,1,1
5888,30,0,30,30,30
5889,8,6,11,8,8
5890,7,9,7,7,7
5891,1,4,1,1,1
5892,7,8,7,7,7
5893,2,6,2,2,2
5894,7,7,7,7,7
5895,2,2,2,2,2
5896,34,3,3,3,5
5897,28,5,28,5,28
5898,38,2,38,38,38
5899,6,6,6,6,6
5900,12,39,12,12,12
5901,15,8,15,15,15
5902,39,39,39,39,39
5903,3,2,3,3,3
5904,1,1,1,1,1
5905,6,3,6,6,6
5906,7,7,7,7,7
5907,1,1,1,1,1
5908,19,1,5,19,5
5909,2,2,2,2,2
5910,7,7,7,7,7
5911,6,6,6,6,6
5912,9,4,9,9,9
5913,43,4,33,33,43
5914,25,9,25,25,25
5915,1,1,1,1,1
5916,7,7,7,7,7
5917,9,9,9,9,9
5918,43,39,22,43,30
5919,18,1,21,21,1
5920,29,1,29,29,29
5921,0,24,24,24,0
5922,45,39,45,45,45
5923,29,39,29,29,29
5924,35,2,2,2,2
5925,7,7,7,7,7
5926,7,7,7,7,7
5927,2,2,2,2,2
5928,27,2,27,27,27
5929,3,6,3,3,3
5930,30,39,30,30,30
5931,9,9,9,9,9
5932,3,3,3,3,3
5933,0,0,0,0,0
5934,2,39,2,2,2
5935,28,3,28,28,28
5936,5,5,5,5,5
5937,15,8,15,15,15
5938,21,6,21,21,21
5939,36,2,36,36,36
5940,21,1,1,1,1
5941,46,8,46,46,46
5942,4,4,4,4,4
5943,25,8,25,25,25
5944,8,6,8,8,8
5945,42,1,42,42,42
5946,24,24,24,24,0
5947,28,2,28,28,28
5948,18,1,1,1,1
5949,30,0,30,30,30
5950,28,5,28,28,28
5951,24,0,0,0,0
5952,46,8,46,46,46
5953,33,8,33,8,33
5954,7,7,7,7,7
5955,5,24,5,5,28
5956,5,0,5,5,5
5957,2,2,2,2,2
5958,21,0,21,21,21
5959,2,2,2,2,2
5960,3,3,3,3,3
5961,8,8,8,8,8
5962,21,2,21,21,21
5963,45,39,45,45,45
5964,46,1,46,46,46
5965,46,1,46,46,46
5966,45,7,45,45,45
5967,10,8,10,10,10
5968,9,3,9,9,9
5969,46,4,46,46,46
5970,33,8,33,33,33
5971,29,8,29,29,29
5972,3,8,3,3,3
5973,36,5,36,36,36
5974,18,6,1,1,1
5975,43,39,43,43,10
5976,22,39,22,22,22
5977,25,2,25,25,25
5978,36,24,36,36,36
5979,0,0,0,24,0
5980,8,8,8,8,8
5981,1,1,1,1,1
5982,2,2,2,2,2
5983,0,0,0,0,0
5984,25,8,25,25,25
5985,29,7,29,29,29
5986,1,6,1,1,1
5987,6,6,6,6,6
5988,24,0,24,24,24
5989,46,6,46,46,46
5990,10,3,10,10,10
5991,2,2,2,2,2
5992,29,7,29,29,29
5993,5,6,5,5,5
5994,3,0,3,3,3
5995,18,1,18,18,18
5996,8,8,8,8,8
5997,18,1,18,18,18
5998,14,5,14,14,14
5999,39,39,39,39,39
6000,5,12,5,5,5
6001,9,9,9,9,9
6002,24,0,0,0,0
6003,4,4,4,4,4
6004,4,4,4,4,4
6005,32,39,4,4,4
6006,4,8,4,4,4
6007,3,3,3,3,3
6008,1,1,18,18,18
6009,3,3,3,3,3
6010,30,4,30,30,30
6011,27,2,27,27,27
6012,2,2,2,2,2
6013,21,1,1,1,1
6014,27,8,27,27,27
6015,24,0,24,24,0
6016,1,1,18,1,1
6017,4,4,4,4,4
6018,19,6,19,19,19
6019,12,39,12,12,12
6020,32,2,32,32,32
6021,22,39,22,22,22
6022,41,3,9,41,41
6023,5,4,5,5,5
6024,46,8,46,46,46
6025,9,2,9,9,9
6026,3,3,3,3,3
6027,4,8,4,4,4
6028,44,8,9,9,9
6029,5,3,5,5,5
6030,28,3,28,28,28
6031,8,3,8,11,8
6032,6,6,6,6,6
6033,21,1,1,1,1
6034,4,39,4,4,4
6035,9,39,9,9,9
6036,46,1,46,46,46
6037,38,0,38,38,38
6038,8,8,8,8,8
6039,34,8,34,34,34
6040,5,6,5,5,5
6041,0,0,0,0,0
6042,2,2,2,2,2
6043,32,0,32,32,32
6044,21,4,1,1,1
6045,6,3,6,6,6
6046,3,3,3,3,3
6047,3,3,3,3,3
6048,2,7,2,2,2
6049,10,8,10,10,10
6050,11,0,11,11,11
6051,4,8,4,4,4
6052,2,7,2,2,2
6053,2,2,2,2,2
6054,45,39,45,45,45
6055,7,7,7,7,7
6056,1,8,1,1,1
6057,1,1,1,1,1
6058,38,8,38,38,38
6059,28,3,28,28,28
6060,21,0,21,21,21
6061,29,1,29,29,29
6062,35,4,35,35,35
6063,8,8,8,8,8
6064,0,43,0,13,0
6065,1,1,1,18,18
6066,9,9,9,9,9
6067,19,1,19,19,19
6068,3,2,3,3,3
6069,24,24,24,24,24
6070,43,24,43,43,43
6071,5,6,5,5,5
6072,2,2,2,2,2
6073,46,8,46,46,46
6074,35,43,35,35,35
6075,32,2,32,32,32
6076,7,7,7,7,7
6077,45,39,45,45,45
6078,2,2,2,2,2
6079,6,24,6,6,6
6080,28,3,28,28,28
6081,19,2,19,19,19
6082,4,4,4,4,4
6083,39,39,39,39,39
6084,29,8,7,29,7
6085,5,5,5,19,5
6086,7,7,7,7,7
6087,33,2,33,33,33
6088,24,24,0,0,0
6089,27,2,25,26,26
6090,4,4,4,4,4
6091,28,0,28,28,28
6092,12,6,12,12,12
6093,30,4,30,30,30
6094,13,3,13,13,13
6095,6,24,6,6,6
6096,24,24,0,24,24
6097,2,2,2,2,2
6098,5,5,5,5,5
6099,1,1,1,1,1
6100,24,8,24,24,24
6101,3,3,3,3,3
6102,3,3,3,3,3
